RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.0,43.0,0.0,0.0,3040.4,7.0,0.0,0.0,0.0,3.6,0.163
0.0030412,74.0,0.0,9.2,10709.6,14.0,6.0,4.0,2.0,0.0,0.978
0.1126935,56.0,5.0,2809.1,6712.8,14.0,11.0,3.0,5.0,3.0,1.0
0.1658307,47.0,0.0,12.5,9633.0,3.0,0.0,1.0,0.0,2.0,0.151
0.0,43.0,0.0,0.0,5677.8,11.0,0.0,1.0,0.0,0.0,0.174
0.0,84.0,3.0,0.0,7838.9,1.0,12.0,0.0,5.0,0.0,1.0
0.0928204,23.0,0.0,0.0,2204.1,0.0,0.0,0.0,0.0,0.0,0.185
0.0,44.0,0.0,2551.3,6119.7,15.0,0.0,1.0,0.0,0.0,0.136
0.0012216,64.0,0.0,3140.2,3180.0,11.0,0.0,3.0,0.0,0.0,0.102
0.0,50.0,0.0,18.3,3674.9,5.0,0.0,1.0,0.0,2.5,0.141
0.4364009,40.0,9.0,9.2,4307.7,12.0,14.0,1.0,8.0,2.9,1.0
0.0,38.0,0.0,0.0,7945.1,13.0,0.0,1.0,0.0,0.0,0.198
0.158903,60.0,0.0,167.5,4399.0,7.0,0.0,0.0,0.0,0.0,0.14
1.0646372,56.0,8.0,9.2,3681.8,6.0,14.0,0.0,9.0,0.0,1.0
0.0,30.0,0.0,6.6,1862.0,0.0,0.0,0.0,0.0,1.6,0.151
0.1348363,68.0,1.0,0.2,12723.2,21.0,4.0,0.0,0.0,0.0,0.89
0.2071428,66.0,1.0,9.2,3899.0,17.0,8.0,3.0,4.0,0.0,0.998
0.1498536,31.0,0.0,9.2,6139.3,8.0,0.0,1.0,0.0,0.0,0.236
0.0785765,31.0,0.0,0.0,1133.3,5.0,0.0,0.0,0.0,0.0,0.187
0.0744341,43.0,0.0,0.4,3614.5,8.0,0.0,0.0,0.0,0.0,0.166
0.8347499,56.0,2.0,9.4,15632.6,13.0,8.0,2.0,4.0,0.0,0.999
0.5030479,38.0,0.0,132.0,10800.7,4.0,8.0,0.0,3.0,0.0,0.996
0.0029451,77.0,0.0,1368.4,4508.2,14.0,3.0,1.0,0.0,0.0,0.82
0.0,36.0,0.0,0.1,162.4,7.0,0.0,2.0,0.0,0.4,0.189
0.0985842,38.0,0.0,9.2,3586.2,10.0,9.0,1.0,3.0,1.1,0.997
0.2879655,77.0,3.0,9.2,445.4,9.0,11.0,1.0,5.0,0.0,1.0
0.4236224,75.0,0.0,265.0,3140.4,6.0,0.0,0.0,0.0,0.0,0.156
0.0244965,64.0,0.0,9.6,948.1,15.0,0.0,2.0,0.0,0.0,0.179
0.0,39.0,0.0,0.0,2906.7,3.0,0.0,0.0,0.0,1.1,0.142
0.0,55.0,0.0,10.0,884.2,4.0,0.0,0.0,0.0,0.0,0.121
0.1025926,52.0,0.0,14.1,4698.2,3.0,0.0,0.0,0.0,0.0,0.13
0.0,31.0,0.0,5.3,6646.7,0.0,0.0,0.0,0.0,0.0,0.136
0.1075187,34.0,0.0,0.0,2504.0,2.0,0.0,0.0,0.0,4.0,0.186
0.2237783,54.0,0.0,0.2,846.2,5.0,0.0,1.0,0.0,3.1,0.179
0.0572517,31.0,0.0,0.0,5088.1,4.0,0.0,0.0,0.0,0.0,0.164
2.1624248,50.0,11.0,9.2,11617.4,4.0,17.0,2.0,10.0,0.6,1.0
0.100456,56.0,10.0,9.2,6545.2,2.0,16.0,0.0,9.0,0.0,1.0
0.034188,41.0,10.0,9.2,8346.9,6.0,16.0,1.0,9.0,0.0,1.0
0.0203233,41.0,0.0,0.0,7473.6,2.0,0.0,0.0,0.0,0.0,0.129
0.0,34.0,0.0,0.0,3802.8,4.0,0.0,0.0,0.0,0.0,0.151
0.1618147,47.0,0.0,9.3,4359.5,10.0,0.0,2.0,0.0,0.0,0.212
0.5753115,48.0,4.0,0.3,11407.4,15.0,10.0,1.0,5.0,1.1,1.0
0.54406,53.0,0.0,9.2,6840.7,15.0,2.0,0.0,0.0,2.0,0.803
0.2001441,47.0,2.0,9.2,2805.7,7.0,9.0,0.0,4.0,0.0,0.999
0.0,23.0,0.0,0.0,2908.6,2.0,3.0,0.0,0.0,0.0,0.871
0.0378331,57.0,0.0,9.2,3185.1,16.0,0.0,3.0,0.0,0.0,0.22
0.0,28.0,0.0,9.4,2712.1,2.0,0.0,0.0,0.0,0.0,0.156
0.0548167,72.0,0.0,51.8,7284.2,7.0,4.0,0.0,0.0,1.2,0.879
0.0,62.0,0.0,9.2,5226.5,6.0,7.0,4.0,2.0,0.0,0.988
0.0,27.0,0.0,806.9,8052.6,6.0,0.0,0.0,0.0,0.0,0.148
0.0,54.0,0.0,9.0,7223.5,21.0,0.0,1.0,0.0,0.0,0.222
0.0796014,53.0,0.0,1929.4,933.4,7.0,0.0,0.0,0.0,2.9,0.118
0.0,51.0,9.0,9.2,3464.5,8.0,14.0,0.0,8.0,1.1,1.0
0.0281746,80.0,0.0,9.2,5957.1,11.0,7.0,2.0,2.0,1.1,0.986
0.0,55.0,0.0,589.3,1185.5,6.0,0.0,0.0,0.0,0.0,0.118
0.002661,62.0,4.0,2588.6,4553.5,13.0,11.0,1.0,6.0,0.0,1.0
0.0,68.0,0.0,349.6,5892.6,11.0,6.0,0.0,2.0,0.0,0.979
0.4322501,40.0,0.0,0.0,7215.5,1.0,0.0,1.0,0.0,2.1,0.256
0.0541359,91.0,5.0,9.2,5176.7,1.0,14.0,0.0,7.0,0.0,1.0
0.0,34.0,0.0,0.0,7702.9,15.0,0.0,0.0,0.0,0.0,0.223
0.009289,55.0,0.0,9.7,9160.6,6.0,0.0,1.0,0.0,0.0,0.127
0.0061591,29.0,0.0,12.3,1330.6,2.0,0.0,0.0,0.0,0.0,0.157
0.0,52.0,0.0,9.3,5448.7,14.0,0.0,2.0,0.0,0.5,0.185
0.0,50.0,0.0,0.1,7646.5,14.0,0.0,0.0,0.0,0.0,0.168
0.0,25.0,0.0,9.2,2743.2,3.0,7.0,0.0,2.0,0.0,0.99
0.0876356,50.0,7.0,69.5,3881.5,5.0,13.0,0.0,7.0,2.9,1.0
0.4207793,60.0,0.0,7.6,5107.1,2.0,0.0,1.0,0.0,0.9,0.175
0.0256335,88.0,6.0,9.2,4912.5,6.0,14.0,0.0,7.0,0.0,1.0
0.2778944,44.0,1.0,9.2,9863.5,7.0,8.0,4.0,3.0,4.0,0.997
0.0235535,50.0,0.0,9.2,2933.4,8.0,0.0,0.0,0.0,3.7,0.161
0.0400336,37.0,8.0,9.2,2807.7,11.0,13.0,0.0,8.0,0.0,1.0
0.1488161,60.0,0.0,9.2,4498.2,11.0,6.0,0.0,2.0,0.0,0.981
0.0,33.0,0.0,12.3,5285.0,5.0,0.0,0.0,0.0,0.0,0.154
0.0363286,54.0,10.0,669.4,8121.0,7.0,15.0,0.0,9.0,0.0,1.0
1.1048876,74.0,11.0,9.2,2611.0,6.0,16.0,0.0,10.0,1.0,1.0
0.0,75.0,0.0,9.2,10219.5,15.0,4.0,3.0,0.0,1.0,0.87
0.0,57.0,7.0,9.2,5073.4,16.0,12.0,1.0,7.0,1.0,1.0
0.1949955,57.0,0.0,0.1,3123.7,16.0,5.0,2.0,1.0,0.0,0.956
0.0712919,27.0,0.0,628.2,8815.8,4.0,0.0,0.0,0.0,0.0,0.153
0.2432267,61.0,0.0,617.7,7766.7,8.0,0.0,0.0,0.0,0.8,0.142
0.1837762,33.0,0.0,9.2,9112.6,9.0,1.0,1.0,0.0,2.0,0.676
0.0096852,51.0,11.0,9.2,2668.9,5.0,16.0,2.0,10.0,0.0,1.0
0.0,61.0,0.0,17.8,12559.0,11.0,0.0,2.0,0.0,0.0,0.142
0.0,73.0,0.0,16.6,1929.6,9.0,0.0,1.0,0.0,0.0,0.123
0.0,75.0,8.0,753.0,9308.4,8.0,14.0,1.0,8.0,0.0,1.0
0.0714629,24.0,0.0,6.7,5562.0,6.0,0.0,0.0,0.0,0.0,0.205
0.0,58.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.7,0.128
0.0246589,35.0,0.0,10.3,0.0,6.0,0.0,2.0,0.0,0.0,0.191
0.0,61.0,8.0,2497.4,6766.0,18.0,14.0,1.0,8.0,0.0,1.0
0.296121,39.0,0.0,15.7,2041.9,9.0,0.0,0.0,0.0,1.0,0.28
0.002839,46.0,0.0,9.2,3405.6,8.0,5.0,2.0,1.0,2.0,0.957
0.0,63.0,0.0,14.4,3443.0,7.0,0.0,1.0,0.0,0.0,0.126
0.4128548,56.0,0.0,9.2,1284.9,9.0,5.0,1.0,2.0,0.0,0.977
0.1206749,43.0,0.0,12.3,2894.2,10.0,0.0,1.0,0.0,0.0,0.205
0.3498951,56.0,0.0,9.2,6586.1,2.0,0.0,0.0,0.0,0.0,0.152
0.3743563,41.0,0.0,9.2,6037.6,9.0,3.0,0.0,0.0,2.0,0.868
0.0651898,37.0,1.0,2587.7,7085.6,10.0,5.0,1.0,2.0,2.0,0.981
0.0027238,56.0,6.0,9.2,512.8,10.0,13.0,0.0,7.0,0.0,1.0
0.02671,66.0,1.0,9.2,6524.7,4.0,3.0,0.0,0.0,0.0,0.865
0.4867263,28.0,0.0,9.2,4558.4,8.0,9.0,1.0,4.0,0.0,0.999
0.0,51.0,0.0,16.6,5627.7,5.0,0.0,1.0,0.0,2.2,0.136
0.5835611,41.0,0.0,9.2,6613.2,7.0,1.0,1.0,0.0,8.0,0.737
0.1205792,23.0,0.0,9.2,2469.3,2.0,7.0,0.0,2.0,0.0,0.991
0.0,37.0,0.0,0.0,2521.3,10.0,0.0,1.0,0.0,0.0,0.191
0.0253994,68.0,8.0,9.2,10946.5,10.0,13.0,2.0,7.0,0.0,1.0
0.1297689,54.0,0.0,407.0,4515.6,2.0,0.0,0.0,0.0,0.0,0.119
0.0,61.0,0.0,0.3,0.0,7.0,0.0,0.0,0.0,1.6,0.131
0.1537583,50.0,0.0,6.8,2933.7,8.0,0.0,1.0,0.0,0.0,0.175
0.2735747,58.0,0.0,9.2,5440.0,11.0,3.0,1.0,0.0,2.1,0.851
0.0131895,40.0,0.0,9.2,0.0,21.0,7.0,2.0,3.0,3.0,0.993
0.0539107,66.0,3.0,9.2,10966.7,20.0,10.0,2.0,5.0,0.9,1.0
0.1256195,67.0,0.0,0.0,6035.6,9.0,0.0,0.0,0.0,1.0,0.14
0.0,51.0,0.0,15.3,7892.7,17.0,0.0,1.0,0.0,1.8,0.204
0.0,40.0,6.0,9.2,8189.1,10.0,13.0,1.0,7.0,1.0,1.0
0.0333092,60.0,0.0,0.0,16178.2,16.0,0.0,2.0,0.0,4.1,0.194
0.1977954,41.0,0.0,22.6,4725.4,1.0,0.0,0.0,0.0,0.0,0.155
0.0,62.0,0.0,9.2,6674.9,14.0,4.0,2.0,0.0,0.9,0.881
0.5788534,61.0,7.0,9.2,3671.4,9.0,12.0,2.0,7.0,0.0,1.0
0.0,65.0,0.0,101.1,6623.5,17.0,2.0,0.0,0.0,0.0,0.739
0.0821347,72.0,0.0,9.2,7723.8,11.0,6.0,0.0,2.0,1.0,0.978
0.0380755,40.0,0.0,0.0,6640.6,0.0,0.0,0.0,0.0,0.0,0.127
0.0,38.0,0.0,0.0,10767.8,5.0,0.0,0.0,0.0,0.0,0.139
0.0265175,29.0,0.0,622.8,656.7,3.0,2.0,1.0,0.0,2.0,0.817
0.3509467,62.0,0.0,0.1,5698.9,15.0,3.0,2.0,0.0,0.0,0.852
0.0,40.0,0.0,0.0,2741.2,0.0,0.0,0.0,0.0,0.0,0.128
0.0498481,33.0,0.0,9.2,2740.1,12.0,5.0,2.0,1.0,1.0,0.96
0.2274875,47.0,0.0,0.0,8336.6,10.0,0.0,2.0,0.0,0.0,0.224
0.2279548,63.0,9.0,9.2,4946.1,3.0,15.0,0.0,9.0,0.0,1.0
0.6816875,24.0,0.0,9.2,3827.2,3.0,9.0,0.0,4.0,0.0,0.999
0.0,34.0,0.0,17.8,6872.6,9.0,0.0,2.0,0.0,0.7,0.195
0.6756706,71.0,2.0,9.2,15589.1,6.0,10.0,1.0,5.0,0.0,1.0
0.0,41.0,0.0,0.1,2140.9,8.0,0.0,2.0,0.0,0.3,0.176
0.0,58.0,0.0,9.2,3670.9,13.0,4.0,1.0,0.0,0.0,0.885
0.0706035,35.0,6.0,9.2,3787.6,6.0,13.0,2.0,7.0,0.0,1.0
0.0,37.0,0.0,17.2,2219.6,7.0,0.0,0.0,0.0,0.0,0.162
0.0234947,36.0,0.0,2774.0,5225.8,8.0,5.0,1.0,1.0,0.0,0.962
0.1857835,42.0,0.0,0.0,6194.3,12.0,0.0,2.0,0.0,2.0,0.281
0.9630926,49.0,4.0,9.2,9409.6,7.0,8.0,0.0,5.0,0.0,1.0
0.0948982,46.0,9.0,0.0,7337.7,9.0,13.0,0.0,8.0,1.0,1.0
0.1632793,43.0,1.0,9.2,3548.4,7.0,7.0,1.0,3.0,3.0,0.995
0.0095806,68.0,7.0,9.2,21793.3,15.0,13.0,2.0,7.0,1.0,1.0
0.2513503,47.0,0.0,8.9,3100.0,1.0,0.0,0.0,0.0,0.0,0.155
0.435335,53.0,0.0,11.0,7416.4,5.0,6.0,0.0,2.0,0.0,0.984
0.8995982,55.0,0.0,0.0,1380.9,0.0,3.0,0.0,0.0,0.0,0.9
0.3246845,49.0,0.0,0.0,4409.5,5.0,0.0,0.0,0.0,2.1,0.194
0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.134
0.0,53.0,0.0,9.7,11509.8,11.0,0.0,3.0,0.0,0.7,0.164
0.2812704,60.0,0.0,16.6,12036.1,8.0,0.0,0.0,0.0,0.0,0.156
0.6395377,71.0,0.0,9.2,0.0,10.0,4.0,1.0,1.0,0.0,0.945
0.6556077,42.0,8.0,9.2,4134.7,2.0,14.0,0.0,8.0,2.2,1.0
0.3838354,45.0,7.0,9.3,5758.0,22.0,11.0,2.0,7.0,3.0,1.0
0.0,26.0,0.0,58.9,8515.4,0.0,0.0,0.0,0.0,0.0,0.141
0.2427678,36.0,2.0,9.2,9637.0,7.0,10.0,1.0,5.0,0.0,1.0
0.1518223,64.0,0.0,9.2,7188.2,8.0,6.0,1.0,2.0,0.8,0.981
2.5223732,41.0,7.0,9.2,6063.6,7.0,9.0,0.0,6.0,3.0,1.0
0.2716772,29.0,0.0,0.0,24197.6,3.0,0.0,1.0,0.0,2.0,0.181
0.1357535,70.0,5.0,9.2,6312.9,9.0,11.0,2.0,6.0,0.0,1.0
0.0,57.0,0.0,8.1,8410.5,9.0,0.0,0.0,0.0,0.7,0.133
0.0570503,58.0,0.0,9.2,9172.1,12.0,6.0,2.0,2.0,0.0,0.98
0.0,28.0,0.0,0.1,6733.4,7.0,0.0,0.0,0.0,0.0,0.172
0.0,36.0,0.0,9.2,6010.0,3.0,0.0,0.0,0.0,4.8,0.16
0.1590226,51.0,0.0,0.2,9445.9,2.0,0.0,0.0,0.0,1.9,0.133
0.0048068,53.0,0.0,0.2,3945.5,14.0,0.0,0.0,0.0,0.0,0.169
0.0,35.0,0.0,0.0,1602.0,1.0,0.0,0.0,0.0,1.0,0.144
0.1010307,57.0,0.0,0.0,14723.9,20.0,0.0,1.0,0.0,2.9,0.241
0.4724819,56.0,0.0,12.5,7496.7,5.0,0.0,2.0,0.0,0.0,0.243
0.0250563,38.0,4.0,9.2,4128.5,3.0,12.0,0.0,6.0,0.0,1.0
0.0,50.0,0.0,0.0,16371.5,8.0,0.0,2.0,0.0,1.6,0.144
0.0,60.0,0.0,9.2,8862.3,9.0,7.0,1.0,3.0,0.0,0.992
0.1316797,45.0,1.0,9.2,3703.5,7.0,7.0,0.0,2.0,3.0,0.991
0.1763565,55.0,0.0,6.2,21379.1,7.0,0.0,2.0,0.0,1.1,0.149
0.0,51.0,0.0,9.3,14378.8,12.0,0.0,1.0,0.0,1.8,0.16
0.7696174,38.0,7.0,9.2,4503.0,4.0,13.0,0.0,7.0,1.1,1.0
0.0638901,27.0,0.0,70.2,2755.8,1.0,6.0,0.0,1.0,0.0,0.976
0.1145302,49.0,0.0,0.0,4538.5,4.0,0.0,0.0,0.0,1.7,0.144
0.0,49.0,0.0,0.3,6915.8,18.0,0.0,1.0,0.0,2.9,0.237
0.0163649,46.0,0.0,1750.4,3301.3,6.0,0.0,0.0,0.0,0.0,0.109
0.0431159,56.0,0.0,0.4,13326.5,16.0,0.0,5.0,0.0,1.2,0.239
0.1100205,58.0,0.0,9.2,6725.0,13.0,2.0,1.0,0.0,1.0,0.771
0.1777038,61.0,1.0,9.2,5526.4,9.0,9.0,2.0,4.0,0.0,0.999
0.0,39.0,1.0,9.2,5469.0,10.0,3.0,4.0,0.0,0.0,0.886
0.0,59.0,0.0,498.2,4905.4,1.0,0.0,0.0,0.0,0.0,0.094
0.0,59.0,7.0,860.8,2931.5,2.0,14.0,1.0,8.0,0.0,1.0
0.1206668,59.0,7.0,9.2,1038.4,6.0,14.0,1.0,8.0,0.0,1.0
0.0,38.0,0.0,0.0,1462.4,3.0,0.0,0.0,0.0,3.5,0.156
0.1870706,56.0,1.0,0.3,1039.3,8.0,3.0,1.0,0.0,1.1,0.884
0.0,38.0,0.0,0.0,509.5,7.0,0.0,0.0,0.0,0.0,0.163
0.2221141,37.0,0.0,9.2,4759.6,8.0,9.0,1.0,4.0,2.0,0.998
0.4793703,23.0,1.0,9.2,2466.9,3.0,9.0,0.0,4.0,0.0,0.999
0.0,51.0,0.0,0.6,380.4,3.0,0.0,2.0,0.0,1.7,0.14
0.0753924,46.0,0.0,9.2,7909.4,4.0,0.0,1.0,0.0,1.9,0.145
0.1667395,43.0,0.0,0.0,2028.4,11.0,0.0,1.0,0.0,2.1,0.256
0.1517933,38.0,0.0,9.2,11517.9,5.0,3.0,1.0,0.0,1.0,0.859
0.0,81.0,9.0,9.2,2032.5,12.0,14.0,0.0,8.0,0.0,1.0
0.7203338,53.0,0.0,9.3,25331.7,19.0,4.0,1.0,0.0,0.0,0.894
0.59457,69.0,0.0,9.2,5452.9,17.0,4.0,0.0,1.0,0.0,0.936
0.0569823,59.0,0.0,15.3,4901.9,11.0,0.0,0.0,0.0,0.0,0.149
0.0,60.0,2.0,9.5,6853.9,20.0,9.0,2.0,4.0,0.0,0.999
2.3011386,77.0,8.0,9.2,18809.4,6.0,12.0,0.0,6.0,0.0,1.0
0.0,46.0,1.0,9.2,1722.5,6.0,10.0,2.0,5.0,1.9,0.999
0.6625493,47.0,0.0,9.2,1873.6,1.0,9.0,0.0,3.0,0.9,0.998
0.6316076,38.0,0.0,3047.9,3419.9,6.0,0.0,3.0,0.0,0.0,0.345
0.1441902,30.0,6.0,102.9,7300.2,3.0,13.0,0.0,7.0,0.0,1.0
0.0593509,49.0,6.0,0.1,4866.2,14.0,11.0,1.0,6.0,1.1,1.0
0.1423322,55.0,0.0,9.6,2443.4,6.0,0.0,1.0,0.0,0.0,0.154
0.0,29.0,0.0,9.4,0.0,7.0,0.0,0.0,0.0,0.0,0.188
0.0253708,81.0,7.0,0.0,5013.0,3.0,14.0,0.0,7.0,0.9,1.0
0.0895631,24.0,0.0,14.4,3656.7,5.0,0.0,0.0,0.0,0.0,0.212
0.0,37.0,0.0,0.0,3985.2,1.0,0.0,0.0,0.0,1.7,0.138
0.0,31.0,0.0,0.0,4981.3,0.0,0.0,0.0,0.0,0.0,0.139
0.0,36.0,0.0,0.0,7539.1,10.0,0.0,2.0,0.0,1.7,0.201
0.0525353,41.0,3.0,9.2,6639.1,17.0,8.0,3.0,4.0,4.1,0.999
0.0322543,40.0,0.0,0.0,3226.5,5.0,0.0,1.0,0.0,0.7,0.159
0.3453559,40.0,0.0,9.5,4288.2,7.0,0.0,1.0,0.0,0.0,0.27
0.156839,51.0,11.0,9.2,11625.9,4.0,17.0,1.0,10.0,4.0,1.0
0.4442348,48.0,0.0,0.0,5142.1,7.0,0.0,0.0,0.0,2.2,0.267
0.1540896,66.0,5.0,3211.7,1570.0,13.0,12.0,1.0,6.0,0.0,1.0
0.2192279,68.0,9.0,9.2,6882.3,11.0,14.0,1.0,8.0,0.0,1.0
0.0074486,48.0,0.0,0.1,5322.1,15.0,0.0,1.0,0.0,2.0,0.205
0.0367053,57.0,0.0,9.2,10164.9,5.0,3.0,0.0,0.0,1.0,0.836
0.1352752,26.0,0.0,14.4,3511.5,4.0,0.0,0.0,0.0,0.0,0.212
0.0,63.0,11.0,9.2,5314.7,2.0,16.0,1.0,10.0,0.0,1.0
0.0070671,40.0,0.0,9.0,8172.9,10.0,0.0,2.0,0.0,0.0,0.179
0.0,62.0,0.0,0.0,11978.6,14.0,2.0,0.0,0.0,0.0,0.731
0.0028053,28.0,0.0,9.2,4654.7,7.0,8.0,2.0,3.0,0.0,0.996
0.4567868,53.0,0.0,0.2,2892.3,15.0,6.0,1.0,2.0,0.0,0.984
0.0592142,81.0,0.0,9.2,24442.5,13.0,6.0,4.0,2.0,0.0,0.975
0.1404486,42.0,0.0,9.2,8335.6,13.0,4.0,1.0,1.0,0.0,0.935
0.7489207,35.0,1.0,9.2,6902.2,3.0,10.0,0.0,5.0,0.0,1.0
0.0,27.0,0.0,0.0,1291.2,0.0,0.0,0.0,0.0,0.0,0.152
0.1053671,63.0,0.0,0.0,6911.9,7.0,0.0,2.0,0.0,1.1,0.145
0.2802078,56.0,3.0,0.2,7110.9,20.0,9.0,2.0,4.0,1.0,0.999
0.0053269,59.0,0.0,9.3,551.7,8.0,0.0,0.0,0.0,1.0,0.136
0.2995109,57.0,0.0,9.2,21416.1,16.0,6.0,2.0,2.0,3.0,0.979
0.3623205,25.0,0.0,0.0,3243.3,0.0,0.0,0.0,0.0,0.0,0.281
0.0117299,37.0,0.0,9.2,5420.0,12.0,0.0,1.0,0.0,0.9,0.21
0.3338082,39.0,0.0,9.2,5443.9,8.0,2.0,0.0,0.0,2.0,0.813
0.0244838,67.0,7.0,9.2,5043.5,6.0,14.0,1.0,8.0,0.0,1.0
0.0234195,34.0,0.0,9.8,2342.2,11.0,0.0,3.0,0.0,1.1,0.267
0.0023652,60.0,11.0,1410.1,5875.7,3.0,16.0,1.0,10.0,0.0,1.0
0.908975,41.0,10.0,1829.4,6042.0,3.0,16.0,0.0,9.0,0.0,1.0
0.0,57.0,0.0,0.0,6916.1,21.0,0.0,3.0,0.0,0.0,0.248
0.0,33.0,0.0,0.0,1773.8,6.0,0.0,0.0,0.0,0.9,0.168
0.155504,52.0,11.0,9.2,10438.7,6.0,16.0,1.0,10.0,2.0,1.0
0.0004124,35.0,0.0,1680.3,7664.9,11.0,2.0,1.0,0.0,1.0,0.797
0.0,44.0,6.0,9.3,6938.4,17.0,9.0,1.0,5.0,0.9,1.0
0.080755,41.0,0.0,0.0,7476.7,13.0,0.0,3.0,0.0,1.2,0.258
0.0127696,38.0,0.0,9.9,8253.8,15.0,0.0,1.0,0.0,1.0,0.229
0.1053234,66.0,0.0,9.2,4273.3,12.0,8.0,1.0,3.0,0.0,0.995
0.4434454,66.0,0.0,694.3,6949.7,3.0,0.0,0.0,0.0,0.0,0.142
0.00287,43.0,5.0,9.2,12067.3,6.0,12.0,2.0,6.0,4.0,1.0
0.0,79.0,0.0,9.2,9202.4,19.0,0.0,9.0,0.0,1.0,0.289
0.0619949,50.0,0.0,9.2,9463.8,18.0,3.0,1.0,0.0,3.0,0.829
0.6533938,88.0,1.0,1262.9,7004.5,8.0,4.0,0.0,0.0,0.0,0.921
0.7800274,59.0,0.0,9.2,2627.2,2.0,4.0,0.0,0.0,0.0,0.924
0.1487873,69.0,8.0,9.2,5703.4,2.0,15.0,0.0,8.0,0.0,1.0
0.3662621,78.0,0.0,423.4,9018.0,4.0,0.0,1.0,0.0,0.0,0.13
0.0,35.0,0.0,0.0,3994.6,3.0,0.0,0.0,0.0,1.3,0.148
0.1595825,59.0,0.0,0.0,7107.7,8.0,0.0,1.0,0.0,4.0,0.17
0.0777694,57.0,0.0,9.2,5205.5,14.0,6.0,2.0,2.0,2.0,0.981
0.0309689,60.0,0.0,9.8,9460.5,20.0,0.0,4.0,0.0,0.0,0.252
0.0,28.0,0.0,9.1,1873.3,2.0,0.0,0.0,0.0,0.0,0.157
0.0,43.0,0.0,9.1,2459.9,6.0,0.0,0.0,0.0,0.9,0.148
0.0,54.0,0.0,1.8,2016.3,4.0,0.0,2.0,0.0,0.6,0.135
0.2028756,54.0,0.0,9.3,6724.9,5.0,0.0,1.0,0.0,0.0,0.153
0.0,89.0,0.0,0.0,6607.7,24.0,0.0,6.0,0.0,3.5,0.26
0.0826866,34.0,0.0,0.0,3859.7,12.0,0.0,0.0,0.0,0.0,0.237
0.4044382,42.0,9.0,14.4,60817.8,8.0,9.0,3.0,6.0,0.0,1.0
0.6871565,40.0,1.0,9.2,3621.0,10.0,10.0,1.0,5.0,1.9,1.0
0.0903475,36.0,0.0,0.0,3094.3,9.0,0.0,1.0,0.0,0.0,0.214
0.2780607,59.0,0.0,9.2,16091.2,13.0,3.0,2.0,0.0,2.0,0.837
0.38181,79.0,0.0,0.0,10189.2,17.0,0.0,2.0,0.0,0.0,0.255
0.1702394,47.0,0.0,9.2,5283.1,4.0,6.0,0.0,1.0,2.0,0.973
0.1264635,50.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,2.1,0.176
0.5013698,52.0,0.0,9.2,7732.0,3.0,9.0,0.0,3.0,0.0,0.997
0.2711102,47.0,0.0,0.0,1393.5,0.0,0.0,0.0,0.0,0.0,0.158
0.124954,61.0,0.0,2323.8,9486.1,8.0,7.0,2.0,2.0,0.0,0.989
0.1763792,52.0,0.0,9.2,7750.3,6.0,0.0,0.0,0.0,1.1,0.152
0.0,59.0,0.0,0.0,3973.1,25.0,0.0,0.0,0.0,0.0,0.249
0.0,48.0,0.0,9.2,7368.6,10.0,3.0,1.0,0.0,2.0,0.841
0.2039258,34.0,4.0,9.2,524.8,4.0,11.0,1.0,6.0,0.0,1.0
0.379831,53.0,0.0,9.2,1975.4,3.0,0.0,0.0,0.0,0.0,0.183
0.2547056,33.0,0.0,0.1,7020.2,6.0,0.0,2.0,0.0,2.2,0.285
0.3892359,36.0,0.0,9.2,12003.7,16.0,6.0,2.0,3.0,1.0,0.99
0.0,73.0,0.0,2326.6,4664.6,11.0,2.0,1.0,0.0,0.0,0.696
0.2075098,76.0,0.0,1149.8,7734.7,12.0,0.0,0.0,0.0,0.0,0.125
0.3386372,66.0,1.0,9.2,60329.5,21.0,6.0,1.0,1.0,0.0,0.956
0.0370139,40.0,0.0,7.6,7818.9,5.0,0.0,0.0,0.0,1.7,0.148
0.0928546,40.0,6.0,9.2,3121.2,7.0,12.0,0.0,7.0,1.1,1.0
0.0376675,51.0,7.0,9.2,4367.6,5.0,14.0,2.0,8.0,1.0,1.0
0.0949035,58.0,0.0,0.0,5168.4,12.0,0.0,0.0,0.0,0.0,0.162
0.0,60.0,0.0,9.2,3233.6,5.0,0.0,0.0,0.0,0.5,0.117
0.1615883,53.0,0.0,0.0,4958.5,5.0,0.0,1.0,0.0,1.9,0.156
0.1262918,41.0,0.0,2.1,4400.5,11.0,0.0,0.0,0.0,1.1,0.214
0.2261663,40.0,0.0,1661.7,6549.7,5.0,0.0,1.0,0.0,2.1,0.155
0.1303115,26.0,0.0,9.3,7057.8,8.0,0.0,0.0,0.0,0.0,0.232
0.2031364,30.0,0.0,9.4,4396.2,4.0,0.0,0.0,0.0,3.1,0.243
0.1923454,24.0,0.0,9.2,2404.5,5.0,8.0,0.0,3.0,0.0,0.996
