age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
57.0,Government,3.0,10.0,Widowed,Admin,Unmarried,White,Female,22423.0,0.0,40.0,0.0,0.965
59.0,Self-Employed,4.0,13.0,Married,Blue-Collar,Husband,White,Male,77173.0,0.0,30.0,1.0,0.998
32.0,Private,6.0,15.0,Widowed,Professional,Wife,Asian-Pac-Islander,Female,354.0,0.0,50.0,0.0,0.099
90.0,Private,2.0,9.0,Widowed,Professional,Not-in-family,White,Female,66913.0,3770.0,40.0,1.0,0.996
22.0,Private,4.0,13.0,NotMarried,White-Collar,Not-in-family,White,Female,88130.0,0.0,30.0,1.0,0.999
39.0,Private,2.0,9.0,NotMarried,Admin,Not-in-family,White,Female,99167.0,2300.0,40.0,1.0,0.999
43.0,Private,3.0,11.0,NotMarried,White-Collar,Husband,White,Male,58.0,0.0,48.0,1.0,0.066
39.0,Government,4.0,13.0,NotMarried,White-Collar,Husband,Black,Male,0.0,0.0,50.0,1.0,0.047
61.0,Private,1.0,5.0,Separated,Sales,Not-in-family,White,Male,98173.0,1651.0,25.0,1.0,0.998
25.0,Private,3.0,10.0,NotMarried,Sales,Own-child,White,Male,97222.0,1200.0,43.0,1.0,0.999
25.0,Private,3.0,10.0,NotMarried,Sales,Not-in-family,White,Male,30067.0,0.0,45.0,1.0,0.981
44.0,Private,3.0,11.0,Married,Blue-Collar,Husband,White,Male,49153.0,0.0,40.0,1.0,0.995
56.0,Government,2.0,9.0,Separated,Admin,Not-in-family,White,Female,65575.0,0.0,40.0,1.0,0.996
90.0,Private,4.0,13.0,Married,Sales,Husband,White,Male,1173.0,0.0,15.0,1.0,0.259
30.0,Private,2.0,9.0,Separated,Admin,Unmarried,White,Female,17951.0,0.0,36.0,1.0,0.786
44.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,90027.0,1477.0,40.0,1.0,0.999
36.0,Private,1.0,6.0,Separated,Blue-Collar,Other-relative,Black,Male,41450.0,0.0,40.0,1.0,0.985
63.0,Self-Employed,3.0,10.0,Married,White-Collar,Husband,White,Male,64851.0,0.0,45.0,1.0,0.996
61.0,Private,1.0,3.0,Married,Blue-Collar,Husband,White,Male,28775.0,0.0,40.0,1.0,0.984
17.0,Government,5.0,14.0,NotMarried,Professional,Not-in-family,White,Female,0.0,0.0,50.0,1.0,0.029
49.0,Self-Employed,1.0,7.0,Married,White-Collar,Husband,White,Male,78460.0,1642.0,65.0,1.0,0.997
21.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,63.0,1.0,0.023
43.0,Self-Employed,2.0,9.0,Married,Sales,Husband,White,Male,68726.0,744.0,43.0,1.0,0.995
53.0,Private,1.0,3.0,Married,Blue-Collar,Husband,White,Male,92979.0,159.0,44.0,0.0,0.998
22.0,Private,3.0,10.0,NotMarried,Other,Not-in-family,White,Female,97686.0,1389.0,40.0,1.0,0.999
28.0,Private,3.0,11.0,Separated,Professional,Unmarried,White,Female,20886.0,0.0,40.0,0.0,0.957
20.0,Private,3.0,10.0,Married,Sales,Husband,Black,Male,30058.0,0.0,35.0,1.0,0.984
35.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,0.0,0.0,41.0,1.0,0.185
32.0,Private,6.0,15.0,Widowed,Professional,Husband,White,Male,0.0,370.0,59.0,1.0,0.149
42.0,Private,4.0,13.0,Separated,Sales,Unmarried,White,Male,82193.0,0.0,44.0,1.0,0.998
31.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,76227.0,0.0,60.0,1.0,0.998
29.0,Private,2.0,9.0,Married,Professional,Wife,White,Female,85553.0,755.0,41.0,1.0,0.998
24.0,Private,3.0,10.0,NotMarried,Admin,Own-child,Asian-Pac-Islander,Male,21623.0,0.0,21.0,1.0,0.895
39.0,Private,3.0,11.0,Separated,Admin,Not-in-family,Asian-Pac-Islander,Male,28040.0,0.0,40.0,1.0,0.982
29.0,Private,3.0,10.0,Married,Blue-Collar,Husband,Black,Male,15020.0,0.0,40.0,0.0,0.919
20.0,Private,1.0,3.0,NotMarried,Blue-Collar,Not-in-family,White,Male,43967.0,0.0,25.0,0.0,0.984
23.0,Private,3.0,10.0,NotMarried,Professional,Not-in-family,White,Male,31257.0,0.0,40.0,1.0,0.985
42.0,Private,1.0,7.0,Separated,Service,Unmarried,White,Female,36328.0,0.0,38.0,1.0,0.983
51.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,84185.0,1944.0,41.0,1.0,0.999
20.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,15558.0,0.0,47.0,1.0,0.952
59.0,Self-Employed,1.0,2.0,Married,Blue-Collar,Husband,White,Male,30715.0,2177.0,18.0,1.0,0.982
53.0,Other/Unknown,4.0,10.0,Married,Sales,Wife,White,Male,86538.0,2541.0,34.0,0.0,0.998
25.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,White,Male,95485.0,0.0,47.0,1.0,0.999
38.0,Private,3.0,12.0,NotMarried,Professional,Unmarried,White,Female,29981.0,0.0,36.0,1.0,0.984
41.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,86348.0,0.0,40.0,1.0,0.999
61.0,Private,4.0,13.0,Widowed,Blue-Collar,Husband,White,Male,0.0,0.0,39.0,1.0,0.196
25.0,Private,1.0,6.0,NotMarried,Blue-Collar,Not-in-family,White,Male,20435.0,0.0,40.0,0.0,0.899
49.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,8402.0,0.0,40.0,1.0,0.854
19.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,42.0,1.0,0.005
32.0,Self-Employed,6.0,16.0,NotMarried,Professional,Own-child,White,Male,92523.0,0.0,40.0,1.0,0.999
22.0,Private,3.0,10.0,NotMarried,Service,Own-child,White,Female,43431.0,0.0,20.0,1.0,0.989
37.0,Private,2.0,9.0,Separated,Blue-Collar,Other-relative,White,Male,28830.0,0.0,40.0,0.0,0.969
32.0,Private,3.0,10.0,NotMarried,Sales,Other-relative,White,Female,24640.0,0.0,40.0,1.0,0.95
31.0,Government,6.0,15.0,NotMarried,Professional,Not-in-family,White,Female,0.0,400.0,55.0,1.0,0.227
63.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,80327.0,0.0,40.0,1.0,0.998
40.0,Government,2.0,9.0,Married,Service,Husband,Other,Male,90502.0,1725.0,40.0,1.0,0.999
56.0,Private,4.0,13.0,Separated,Sales,Husband,Black,Male,0.0,0.0,46.0,1.0,0.162
37.0,Private,3.0,10.0,Separated,White-Collar,Not-in-family,Asian-Pac-Islander,Female,31429.0,0.0,40.0,0.0,0.973
41.0,Private,1.0,2.0,NotMarried,Blue-Collar,Unmarried,White,Male,32643.0,0.0,40.0,0.0,0.98
56.0,Private,1.0,4.0,Married,Blue-Collar,Husband,White,Male,14263.0,0.0,48.0,1.0,0.921
20.0,Private,3.0,10.0,NotMarried,Blue-Collar,Not-in-family,White,Male,33437.0,0.0,30.0,1.0,0.986
33.0,Self-Employed,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,60.0,1.0,0.115
45.0,Private,2.0,9.0,Married,Sales,Husband,White,Male,84430.0,953.0,51.0,1.0,0.998
30.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,14249.0,0.0,40.0,1.0,0.966
51.0,Self-Employed,2.0,9.0,Married,White-Collar,Husband,White,Male,74920.0,497.0,45.0,1.0,0.997
26.0,Private,1.0,7.0,Married,Blue-Collar,Husband,White,Male,88948.0,0.0,41.0,1.0,0.999
38.0,Private,3.0,11.0,Married,Sales,Husband,White,Male,3559.0,0.0,40.0,1.0,0.757
39.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,87240.0,268.0,50.0,1.0,0.999
57.0,Private,4.0,13.0,Married,Professional,Husband,White,Male,84921.0,0.0,8.0,1.0,0.999
47.0,Private,3.0,10.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,50.0,1.0,0.092
77.0,Private,2.0,9.0,Married,Professional,Husband,White,Male,88565.0,0.0,15.0,1.0,0.999
43.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,88720.0,696.0,40.0,1.0,0.999
41.0,Government,2.0,9.0,Married,Military,Husband,Asian-Pac-Islander,Male,84852.0,2688.0,65.0,1.0,0.999
41.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,86348.0,0.0,40.0,1.0,0.999
20.0,Private,2.0,9.0,NotMarried,Admin,Not-in-family,White,Female,40778.0,0.0,29.0,1.0,0.986
30.0,Government,1.0,6.0,Married,Admin,Husband,White,Male,97831.0,576.0,39.0,1.0,0.999
30.0,Private,2.0,9.0,Married,Service,Husband,Black,Male,22302.0,0.0,24.0,1.0,0.976
22.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Male,33440.0,0.0,35.0,1.0,0.986
25.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,9174.0,0.0,44.0,1.0,0.775
18.0,Private,2.0,9.0,NotMarried,Sales,Own-child,White,Female,41016.0,0.0,22.0,1.0,0.983
28.0,Private,4.0,13.0,NotMarried,White-Collar,Own-child,White,Female,23207.0,1407.0,40.0,1.0,0.98
50.0,Private,4.0,13.0,Separated,Other,Husband,White,Male,7.0,0.0,40.0,1.0,0.165
28.0,Private,2.0,9.0,NotMarried,Service,Not-in-family,Black,Female,42731.0,0.0,48.0,1.0,0.989
21.0,Private,3.0,10.0,NotMarried,Service,Own-child,White,Female,28429.0,0.0,40.0,1.0,0.953
37.0,Private,3.0,11.0,Separated,Other,Own-child,White,Male,28993.0,0.0,40.0,1.0,0.981
51.0,Government,4.0,13.0,Married,Professional,Own-child,Black,Female,98735.0,2008.0,42.0,1.0,0.999
23.0,Private,1.0,3.0,Married,Service,Husband,White,Male,41650.0,0.0,35.0,0.0,0.985
32.0,Private,3.0,11.0,NotMarried,White-Collar,Not-in-family,Black,Female,25800.0,0.0,35.0,0.0,0.961
27.0,Private,1.0,8.0,NotMarried,Blue-Collar,Own-child,White,Male,33810.0,0.0,51.0,1.0,0.986
55.0,Private,2.0,9.0,Separated,Professional,Unmarried,Black,Female,24931.0,0.0,40.0,1.0,0.954
44.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,90027.0,1477.0,40.0,1.0,0.999
25.0,Private,4.0,13.0,NotMarried,Professional,Own-child,White,Male,27980.0,0.0,39.0,1.0,0.982
29.0,Private,2.0,9.0,Separated,Sales,Unmarried,White,Female,16174.0,0.0,33.0,1.0,0.781
50.0,Private,2.0,9.0,NotMarried,White-Collar,Not-in-family,White,Female,20732.0,0.0,55.0,1.0,0.973
18.0,Private,2.0,9.0,NotMarried,Blue-Collar,Own-child,White,Male,40285.0,0.0,40.0,1.0,0.99
73.0,Private,4.0,13.0,Widowed,Service,Not-in-family,White,Female,14925.0,0.0,8.0,1.0,0.828
22.0,Private,1.0,5.0,NotMarried,Sales,Not-in-family,White,Male,32903.0,0.0,40.0,1.0,0.975
27.0,Private,4.0,13.0,Married,Professional,Husband,White,Male,7445.0,0.0,42.0,1.0,0.87
27.0,Government,3.0,10.0,NotMarried,Other,Own-child,White,Female,30266.0,0.0,80.0,1.0,0.978
36.0,Private,6.0,15.0,Widowed,Professional,Husband,White,Male,0.0,0.0,49.0,1.0,0.122
24.0,Private,3.0,10.0,Married,Admin,Husband,White,Male,1582.0,0.0,40.0,1.0,0.194
23.0,Private,2.0,9.0,NotMarried,Admin,Own-child,White,Female,97629.0,1664.0,40.0,1.0,0.999
35.0,Self-Employed,6.0,15.0,NotMarried,Service,Husband,White,Male,56.0,0.0,60.0,1.0,0.072
47.0,Government,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,40.0,1.0,0.077
32.0,Private,6.0,15.0,NotMarried,Professional,Not-in-family,White,Male,16066.0,0.0,60.0,1.0,0.979
41.0,Private,2.0,9.0,Married,Blue-Collar,Husband,Other,Male,14867.0,0.0,40.0,1.0,0.97
29.0,Private,3.0,11.0,Married,Blue-Collar,Husband,White,Male,85234.0,0.0,40.0,1.0,0.999
49.0,Private,1.0,5.0,Married,Blue-Collar,Other-relative,Asian-Pac-Islander,Female,35412.0,0.0,45.0,0.0,0.966
51.0,Private,2.0,9.0,NotMarried,Service,Not-in-family,Black,Male,31706.0,0.0,40.0,0.0,0.978
34.0,Government,1.0,8.0,NotMarried,Admin,Not-in-family,Black,Female,23457.0,0.0,40.0,1.0,0.954
59.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,46.0,1.0,0.317
52.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,74866.0,0.0,39.0,1.0,0.998
37.0,Self-Employed,4.0,13.0,NotMarried,White-Collar,Husband,Other,Male,0.0,0.0,51.0,0.0,0.23
53.0,Private,3.0,10.0,Separated,Admin,Not-in-family,White,Female,42444.0,0.0,39.0,1.0,0.99
54.0,Private,3.0,11.0,Married,Blue-Collar,Husband,White,Male,83028.0,0.0,21.0,1.0,0.999
73.0,Private,2.0,8.0,Married,Military,Unmarried,Asian-Pac-Islander,Male,82036.0,2770.0,61.0,1.0,0.999
25.0,Private,3.0,11.0,NotMarried,Admin,Own-child,White,Female,28998.0,0.0,60.0,1.0,0.977
20.0,Private,3.0,10.0,NotMarried,Professional,Own-child,White,Female,31847.0,0.0,47.0,1.0,0.977
23.0,Private,3.0,12.0,NotMarried,Admin,Not-in-family,White,Male,31513.0,0.0,40.0,1.0,0.985
39.0,Self-Employed,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,61.0,1.0,0.188
20.0,Self-Employed,1.0,6.0,NotMarried,Blue-Collar,Own-child,White,Male,36779.0,0.0,40.0,1.0,0.984
28.0,Private,3.0,11.0,NotMarried,Service,Other-relative,Black,Male,40793.0,0.0,40.0,1.0,0.988
73.0,Government,2.0,9.0,Widowed,Admin,Not-in-family,White,Female,97715.0,0.0,40.0,1.0,0.999
67.0,Private,2.0,9.0,Married,Other,Husband,White,Male,86451.0,0.0,23.0,1.0,0.998
57.0,Private,4.0,13.0,Separated,White-Collar,Not-in-family,White,Male,11361.0,0.0,45.0,1.0,0.94
32.0,Private,3.0,11.0,Married,Blue-Collar,Husband,White,Male,14249.0,0.0,40.0,1.0,0.972
42.0,Private,3.0,10.0,Separated,Blue-Collar,Not-in-family,White,Male,15855.0,1592.0,39.0,1.0,0.964
33.0,Private,2.0,9.0,Married,Service,Husband,Black,Male,23952.0,0.0,39.0,1.0,0.982
37.0,Private,2.0,9.0,NotMarried,Service,Not-in-family,White,Male,28069.0,0.0,40.0,1.0,0.979
33.0,Private,3.0,10.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,45.0,1.0,0.014
31.0,Private,1.0,6.0,NotMarried,Admin,Unmarried,White,Female,36701.0,0.0,41.0,1.0,0.984
59.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,39.0,1.0,0.297
21.0,Private,2.0,9.0,NotMarried,Admin,Unmarried,White,Male,25501.0,0.0,41.0,1.0,0.972
57.0,Self-Employed,3.0,10.0,Married,Service,Husband,White,Male,0.0,0.0,50.0,1.0,0.13
54.0,Government,3.0,8.0,NotMarried,Service,Wife,White,Male,64315.0,971.0,48.0,0.0,0.996
26.0,Government,3.0,10.0,Married,Other,Husband,White,Male,81072.0,0.0,39.0,1.0,0.998
26.0,Private,1.0,7.0,Married,Blue-Collar,Husband,White,Male,30298.0,0.0,40.0,1.0,0.986
33.0,Government,5.0,14.0,NotMarried,Professional,Not-in-family,White,Female,12811.0,0.0,40.0,0.0,0.94
25.0,Private,4.0,13.0,NotMarried,Sales,Not-in-family,White,Male,28278.0,0.0,40.0,1.0,0.982
21.0,Private,1.0,6.0,Married,Blue-Collar,Husband,White,Male,29860.0,0.0,50.0,1.0,0.985
24.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,White,Male,20227.0,0.0,40.0,1.0,0.953
39.0,Self-Employed,3.0,12.0,Separated,Admin,Wife,White,Female,0.0,0.0,41.0,1.0,0.118
68.0,Private,3.0,10.0,Separated,Admin,Unmarried,White,Female,63511.0,0.0,39.0,1.0,0.996
66.0,Self-Employed,3.0,10.0,NotMarried,Sales,Not-in-family,White,Female,24050.0,0.0,20.0,1.0,0.96
38.0,Private,4.0,13.0,NotMarried,Blue-Collar,Not-in-family,White,Male,94441.0,0.0,40.0,1.0,0.999
29.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,50.0,1.0,0.032
71.0,Private,1.0,4.0,Widowed,Professional,Other-relative,White,Female,36820.0,0.0,16.0,0.0,0.931
37.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,84724.0,0.0,40.0,1.0,0.999
54.0,Self-Employed,5.0,14.0,Separated,Sales,Husband,White,Male,12.0,0.0,45.0,1.0,0.178
27.0,Government,4.0,13.0,NotMarried,Professional,Not-in-family,White,Male,30922.0,0.0,40.0,1.0,0.988
49.0,Private,4.0,13.0,NotMarried,Professional,Not-in-family,White,Female,28385.0,0.0,40.0,1.0,0.985
19.0,Government,3.0,10.0,NotMarried,Professional,Own-child,White,Male,41856.0,0.0,10.0,1.0,0.99
25.0,Private,3.0,10.0,NotMarried,Blue-Collar,Not-in-family,White,Male,31185.0,0.0,50.0,1.0,0.986
47.0,Government,3.0,10.0,Married,Admin,Husband,Black,Male,69361.0,0.0,40.0,1.0,0.998
41.0,Private,3.0,10.0,NotMarried,Sales,Other-relative,White,Male,0.0,0.0,40.0,1.0,0.013
38.0,Private,4.0,13.0,Separated,White-Collar,Not-in-family,White,Male,82862.0,0.0,40.0,1.0,0.998
25.0,Private,2.0,9.0,NotMarried,Service,Not-in-family,White,Male,32713.0,0.0,40.0,1.0,0.982
25.0,Private,3.0,10.0,NotMarried,Blue-Collar,Own-child,White,Female,33615.0,0.0,51.0,1.0,0.987
23.0,Private,1.0,6.0,NotMarried,Blue-Collar,Other-relative,Other,Male,36460.0,0.0,40.0,1.0,0.974
28.0,Private,5.0,14.0,Separated,Sales,Own-child,White,Female,29558.0,0.0,40.0,1.0,0.982
29.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,White,Male,97963.0,1223.0,40.0,1.0,0.999
32.0,Private,1.0,7.0,Married,Blue-Collar,Husband,White,Male,92334.0,0.0,41.0,1.0,0.999
34.0,Private,2.0,9.0,NotMarried,Service,Unmarried,Black,Female,36220.0,0.0,40.0,1.0,0.981
52.0,Private,4.0,13.0,NotMarried,Professional,Husband,Black,Male,0.0,0.0,40.0,1.0,0.072
33.0,Self-Employed,2.0,9.0,Married,Blue-Collar,Husband,White,Male,88144.0,983.0,94.0,1.0,0.999
19.0,Private,3.0,10.0,NotMarried,Sales,Own-child,White,Male,30094.0,0.0,36.0,1.0,0.973
90.0,Private,6.0,16.0,Separated,Professional,Husband,White,Male,0.0,0.0,57.0,1.0,0.263
41.0,Private,1.0,6.0,NotMarried,Blue-Collar,Unmarried,White,Male,29527.0,0.0,50.0,1.0,0.986
18.0,Self-Employed,2.0,9.0,NotMarried,Service,Unmarried,Asian-Pac-Islander,Female,49543.0,0.0,30.0,0.0,0.986
29.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,12699.0,1491.0,40.0,1.0,0.97
24.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,49.0,1.0,0.016
51.0,Self-Employed,5.0,14.0,Separated,Professional,Unmarried,White,Male,8793.0,0.0,61.0,1.0,0.926
49.0,Private,3.0,10.0,Separated,Admin,Not-in-family,White,Male,93857.0,556.0,40.0,1.0,0.999
20.0,Government,3.0,10.0,NotMarried,Service,Own-child,White,Female,43186.0,0.0,20.0,1.0,0.991
38.0,Government,2.0,9.0,Married,Blue-Collar,Husband,White,Male,12745.0,0.0,49.0,1.0,0.946
57.0,Private,1.0,3.0,NotMarried,Service,Not-in-family,White,Male,42135.0,0.0,40.0,0.0,0.984
27.0,Private,3.0,10.0,Married,Sales,Husband,White,Male,0.0,0.0,39.0,1.0,0.173
65.0,Private,1.0,7.0,Married,Sales,Husband,White,Male,16295.0,0.0,26.0,1.0,0.943
27.0,Private,4.0,13.0,Married,Professional,Husband,White,Male,87331.0,0.0,15.0,1.0,0.999
25.0,Private,3.0,11.0,NotMarried,Admin,Not-in-family,White,Female,25047.0,0.0,40.0,1.0,0.971
77.0,Private,5.0,14.0,Married,Professional,Husband,White,Male,0.0,0.0,6.0,1.0,0.333
19.0,Private,1.0,6.0,NotMarried,Professional,Unmarried,White,Female,37385.0,0.0,35.0,1.0,0.98
70.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,23071.0,2178.0,40.0,1.0,0.985
59.0,Self-Employed,1.0,4.0,Married,Blue-Collar,Husband,White,Male,71018.0,0.0,48.0,1.0,0.996
25.0,Private,4.0,13.0,Married,Professional,Husband,White,Male,7445.0,0.0,42.0,1.0,0.856
39.0,Government,6.0,15.0,NotMarried,Professional,Not-in-family,White,Male,45.0,0.0,40.0,1.0,0.23
38.0,Private,5.0,14.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,55.0,0.0,0.095
75.0,Private,1.0,6.0,Widowed,Professional,Other-relative,Asian-Pac-Islander,Female,80211.0,0.0,1.0,0.0,0.993
21.0,Private,2.0,9.0,NotMarried,Professional,Not-in-family,White,Female,30829.0,0.0,40.0,1.0,0.979
21.0,Private,2.0,9.0,NotMarried,Sales,Own-child,White,Female,37127.0,0.0,40.0,1.0,0.982
47.0,Government,2.0,9.0,Married,Blue-Collar,Husband,White,Male,67799.0,0.0,41.0,1.0,0.998
20.0,Private,2.0,9.0,NotMarried,Admin,Not-in-family,Black,Female,43726.0,1719.0,30.0,1.0,0.99
33.0,Government,2.0,9.0,Married,Other,Husband,White,Male,7969.0,0.0,40.0,1.0,0.797
28.0,Private,2.0,9.0,NotMarried,Admin,Unmarried,White,Female,43168.0,0.0,20.0,1.0,0.99
53.0,Private,2.0,9.0,Separated,Blue-Collar,Not-in-family,White,Male,26984.0,0.0,40.0,1.0,0.981
19.0,Private,2.0,9.0,NotMarried,Professional,Not-in-family,Other,Male,31947.0,0.0,30.0,1.0,0.979
57.0,Private,3.0,10.0,Married,Sales,Wife,White,Female,80349.0,0.0,36.0,1.0,0.998
22.0,Private,2.0,9.0,NotMarried,Sales,Not-in-family,White,Female,27777.0,0.0,30.0,1.0,0.964
20.0,Private,1.0,7.0,Married,White-Collar,Husband,White,Male,84335.0,2298.0,55.0,1.0,0.998
21.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,White,Male,35325.0,0.0,61.0,1.0,0.988
35.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,79483.0,0.0,69.0,1.0,0.998
38.0,Private,3.0,10.0,Married,Service,Wife,White,Female,87304.0,0.0,15.0,1.0,0.999
34.0,Government,4.0,13.0,NotMarried,Professional,Not-in-family,White,Female,31406.0,0.0,40.0,1.0,0.987
41.0,Government,5.0,14.0,NotMarried,Professional,Not-in-family,White,Female,12811.0,0.0,40.0,1.0,0.946
72.0,Private,4.0,13.0,Married,Sales,Husband,White,Male,9315.0,0.0,6.0,1.0,0.852
34.0,Private,2.0,9.0,Married,Service,Wife,White,Female,13410.0,0.0,39.0,1.0,0.95
51.0,Government,4.0,13.0,Widowed,Professional,Husband,White,Male,0.0,304.0,39.0,1.0,0.111
32.0,Self-Employed,3.0,11.0,NotMarried,Blue-Collar,Not-in-family,White,Male,15823.0,0.0,39.0,1.0,0.929
38.0,Private,3.0,10.0,Widowed,White-Collar,Not-in-family,White,Female,25663.0,0.0,40.0,1.0,0.975
37.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,87553.0,1181.0,40.0,1.0,0.999
21.0,Private,3.0,10.0,NotMarried,Professional,Own-child,Black,Male,42340.0,0.0,20.0,1.0,0.987
21.0,Private,3.0,10.0,NotMarried,Professional,Own-child,White,Female,37164.0,0.0,11.0,1.0,0.984
26.0,Private,3.0,10.0,NotMarried,Admin,Not-in-family,White,Male,31427.0,0.0,40.0,1.0,0.984
34.0,Private,3.0,10.0,Married,Blue-Collar,Husband,White,Male,15653.0,1885.0,40.0,1.0,0.981
18.0,Private,3.0,10.0,NotMarried,Sales,Own-child,White,Female,41075.0,0.0,14.0,1.0,0.985
27.0,Private,1.0,7.0,NotMarried,White-Collar,Unmarried,White,Female,29552.0,0.0,45.0,1.0,0.979
20.0,Private,3.0,10.0,NotMarried,Admin,Own-child,White,Female,39469.0,0.0,38.0,0.0,0.982
36.0,Private,3.0,11.0,Married,Admin,Husband,White,Male,9510.0,0.0,40.0,1.0,0.916
31.0,Private,4.0,13.0,NotMarried,Professional,Not-in-family,White,Male,88014.0,0.0,41.0,1.0,0.999
32.0,Private,4.0,13.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,60.0,1.0,0.06
54.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,74866.0,0.0,43.0,1.0,0.998
34.0,Government,5.0,14.0,Widowed,Professional,Not-in-family,White,Female,28989.0,0.0,40.0,1.0,0.982
46.0,Private,3.0,10.0,NotMarried,Sales,Husband,White,Male,0.0,0.0,48.0,1.0,0.057
89.0,Self-Employed,1.0,7.0,Married,Professional,Not-in-family,White,Male,99999.0,2786.0,34.0,1.0,0.999
31.0,Private,4.0,13.0,Widowed,Professional,Husband,White,Male,169.0,0.0,49.0,1.0,0.043
42.0,Private,3.0,11.0,NotMarried,Other,Not-in-family,White,Male,11021.0,0.0,40.0,1.0,0.917
30.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,58125.0,0.0,50.0,1.0,0.996
37.0,Private,3.0,10.0,Married,Service,Husband,White,Male,30453.0,0.0,40.0,1.0,0.988
28.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,24521.0,0.0,40.0,1.0,0.984
25.0,Private,4.0,13.0,NotMarried,White-Collar,Not-in-family,White,Male,19404.0,0.0,35.0,1.0,0.97
44.0,Self-Employed,3.0,10.0,Married,Service,Husband,White,Male,26604.0,0.0,39.0,1.0,0.98
39.0,Private,2.0,9.0,Married,Blue-Collar,Husband,White,Male,89426.0,1610.0,40.0,1.0,0.999
35.0,Private,3.0,10.0,NotMarried,White-Collar,Husband,White,Male,0.0,0.0,46.0,1.0,0.019
23.0,Private,3.0,10.0,NotMarried,Admin,Unmarried,White,Male,97798.0,0.0,40.0,1.0,0.999
40.0,Government,6.0,16.0,Separated,Professional,Husband,White,Male,0.0,0.0,50.0,1.0,0.166
24.0,Private,4.0,13.0,NotMarried,Professional,Not-in-family,White,Male,20723.0,0.0,39.0,1.0,0.974
46.0,Private,2.0,9.0,NotMarried,Blue-Collar,Not-in-family,Amer-Indian-Eskimo,Male,30336.0,0.0,40.0,1.0,0.981
43.0,Private,4.0,13.0,NotMarried,Professional,Husband,White,Male,0.0,0.0,38.0,1.0,0.072
47.0,Private,4.0,13.0,NotMarried,Sales,Husband,White,Male,0.0,362.0,41.0,1.0,0.105
23.0,Private,6.0,15.0,NotMarried,Professional,Husband,White,Male,0.0,0.0,77.0,1.0,0.127
59.0,Self-Employed,1.0,4.0,Married,Blue-Collar,Husband,White,Male,20731.0,0.0,40.0,1.0,0.953
34.0,Private,4.0,13.0,Married,Service,Wife,White,Female,73512.0,0.0,24.0,0.0,0.997
33.0,Private,2.0,9.0,Separated,Service,Unmarried,White,Female,81053.0,1005.0,39.0,0.0,0.997
21.0,Private,3.0,12.0,NotMarried,Professional,Not-in-family,White,Female,96356.0,0.0,40.0,1.0,0.999
31.0,Private,4.0,13.0,NotMarried,Other,Husband,White,Male,0.0,0.0,50.0,1.0,0.044
